Mouse_identifier,Cage.No,Sex,P.C.F,Diet.Code,Sequence_run_identifier,Energy.density,Energy,Prot.in.diet,CHO.in.diet,Fat.in.diet,eaten,eaten.P,eaten.C,eaten.F,eaten.energy,Mouse_DNAsample_identifier,Mouse_biologicalsample_identifier,Biological.sample,Clostridia,Bacteroidia,Deferribacteres,Bacilli,Gammaproteobacteria,Firmicutes,Verrucomicrobiae,Mollicutes,Tenericutes,Spirochaetes,Deltaproteobacteria,Erysipelotrichi,Actinobacteria,Alphaproteobacteria,Betaproteobacteria,Sphingobacteria,Negativicutes,Cytophagia,Holophagae,Flavobacteria,TM7,Deinococci,Cyanobacteria,Synergistia,Epsilonproteobacteria,Ktedonobacteria,Fusobacteria,Solibacteres,Chlorobia,Acidobacteria,Gemmatimonadetes,BRC1,Thermolithobacteria,Chlamydiae,WS3,Chloroflexi,Opitutae,Aquificae,Elusimicrobia,Total Reads
169,121,M,60/20/20,SF09-043,TRTL_0711_11,2 kcal,LOW,5029.5,1673.6,1673.6,3.32,16.7,5.56,5.56,27.82,169_cecum_1,169_cecum,cecum,38.67,44.07,1.36,1.94,1.14,0,12.52,0.14,0.02,0.02,0.06,0,0.01,0,0,0,0,0.01,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8074
170,122,F,60/20/20,SF09-043,TRTL_0711_12,2 kcal,LOW,5029.5,1673.6,1673.6,2.8,14.09,4.69,4.69,23.47,170_cecum_1,170_cecum,cecum,42.55,39.82,7.96,1.59,2.74,0,3.35,0.12,0,0.13,0.03,0.01,0.05,0.02,1.37,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,18639
171,125,M,33/48/20,SF09-052,TRTL_0711_13,2 kcal,LOW,2766.23,4016.64,1673.6,4.07,11.25,16.34,6.81,34.4,171_cecum_1,171_cecum,cecum,71.36,9.79,4.96,6.04,3.7,0,0.86,1.5,0.01,0.03,0.03,0.04,0.5,0.07,0.27,0.01,0,0.02,0,0.03,0,0,0,0.03,0,0,0,0,0.41,0.35,0,0,0,0,0,0,0,0,0,26031
172,126,F,33/48/20,SF09-052,TRTL_0711_14,2 kcal,LOW,2766.23,4016.64,1673.6,3.45,9.55,13.87,5.78,29.19,172_cecum_1,172_cecum,cecum,63.66,24.81,2.61,3,1.67,0,2.79,0.73,0.01,0.18,0.06,0.4,0.03,0.01,0.01,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14618
173,127,M,33/20/48,SF09-055,TRTL_0711_15,2 kcal,LOW,2766.23,1673.6,4016.64,3.38,9.35,5.66,13.58,28.58,173_cecum_1,173_cecum,cecum,54.4,27.5,0.95,2.8,1.3,0,11.89,0.64,0.13,0.23,0.04,0.02,0.03,0.04,0.01,0.03,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19249
174,128,F,33/20/48,SF09-055,TRTL_0711_16,2 kcal,LOW,2766.23,1673.6,4016.64,3.56,9.84,5.95,14.29,30.08,174_cecum_1,174_cecum,cecum,74.73,15.88,0.83,2.55,1.88,0,3.28,0.57,0.01,0.05,0.05,0.05,0.04,0.04,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,14330
175,129,M,14/29/57,SF09-061,TRTL_0711_17,2 kcal,LOW,1173.55,2426.72,4769.76,3.66,4.3,8.89,17.47,30.66,175_cecum_1,175_cecum,cecum,89.67,4.31,0.49,2.16,1.64,0,1.56,0.01,0.01,0,0.01,0.05,0.05,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26423
176,132,F,14/57/29,SF09-064,TRTL_0711_18,2 kcal,LOW,1173.55,4769.76,2426.72,3.37,3.95,16.06,8.17,28.18,176_cecum_1,176_cecum,cecum,76.2,18.63,0,1.99,1.4,0,1.24,0.15,0.03,0.04,0.07,0.11,0.08,0.01,0.03,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9191
177,133,M,42/29/29,SF09-067,TRTL_0711_19,2 kcal,LOW,3520.65,2426.72,2426.72,3.69,12.98,8.95,8.95,30.87,177_cecum_1,177_cecum,cecum,55.35,29.31,5.66,2.74,3.49,0,2.87,0.25,0.01,0.06,0.1,0,0.07,0.04,0,0,0,0.03,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7223
178,134,F,42/29/29,SF09-067,TRTL_0711_20,2 kcal,LOW,3520.65,2426.72,2426.72,3.47,12.22,8.42,8.42,29.07,178_cecum_1,178_cecum,cecum,56.5,26.07,0,2.5,0.43,0,12.97,0.55,0.09,0.09,0.04,0.18,0.02,0.08,0.47,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18123
179,135,M,23/38/38,SF09-070,TRTL_0711_21,2 kcal,LOW,1927.97,3179.84,3179.84,4.37,8.42,13.89,13.89,36.21,179_cecum_1,179_cecum,cecum,76.58,8.14,5.02,5.98,0.85,0,2.36,0.6,0.07,0.14,0.06,0.04,0.05,0.06,0.04,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10811
180,137,M,60/20/20,SF09-044,TRTL_0711_22,3 kcal,MED,7544.25,2510.4,2510.4,3.05,23,7.65,7.65,38.31,180_cecum_1,180_cecum,cecum,80.34,14.21,0,2.72,1.09,0,0,0.66,0.26,0.08,0.02,0.08,0.06,0.01,0.43,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8590
181,138,F,60/20/20,SF09-044,TRTL_0711_23,3 kcal,MED,7544.25,2510.4,2510.4,2.3,17.34,5.77,5.77,28.88,181_cecum_1,181_cecum,cecum,87.83,6.87,0.34,4.16,0.4,0,0,0.19,0.01,0.01,0.05,0.04,0.03,0.03,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9887
182,139,M,5/75/20,sf09-047,TRTL_0711_24,3 kcal,med,628.69,9414,2510.4,3.02,1.9,28.41,7.58,37.89,182_cecum_1,182_cecum,cecum,84.16,6.95,0,4.48,2.33,0,0,0.94,0.07,0.18,0.07,0.62,0.07,0.03,0.07,0,0,0.01,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,13582
183,140,F,5/75/20,sf09-047,TRTL_0711_25,3 kcal,med,628.69,9414,2510.4,3.14,1.98,29.6,7.89,39.47,183_cecum_1,183_cecum,cecum,68.15,7.65,16.96,2.64,3.47,0,0.12,0.26,0,0.06,0.03,0.51,0.04,0.02,0.03,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20596
184,141,M,33/48/20,SF09-053,TRTL_0711_26,3 kcal,MED,4149.34,6024.96,2510.4,2.84,11.78,17.1,7.12,36,184_cecum_1,184_cecum,cecum,67.6,10.87,11.48,3.66,4.47,0,0,1.25,0.09,0.02,0.12,0.28,0.03,0.04,0.04,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20358
185,142,F,33/48/20,SF09-053,TRTL_0711_27,3 kcal,MED,4149.34,6024.96,2510.4,2.54,10.54,15.3,6.38,32.22,185_cecum_1,185_cecum,cecum,78.9,11.98,0.99,5.6,1.22,0,0.32,0.23,0,0.03,0.13,0.42,0.09,0.01,0.04,0.01,0,0,0,0.01,0,0,0.01,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,10813
186,143,M,33/20/48,SF09-056,TRTL_0711_28,3 kcal,MED,4149.34,2510.4,6024.96,3.19,13.26,8.02,19.25,40.52,186_cecum_1,186_cecum,cecum,77.62,14.88,0.02,2.18,0.77,0,3.78,0.32,0.07,0.09,0.04,0.14,0,0.04,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9139
187,144,F,33/20/48,SF09-056,TRTL_0711_29,3 kcal,MED,4149.34,2510.4,6024.96,2.79,11.57,7,16.8,35.37,187_cecum_1,187_cecum,cecum,64.96,12.47,16.25,3.22,2.25,0,0.14,0.46,0.07,0,0.03,0.03,0.02,0.02,0.03,0.02,0,0.01,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17272
188,147,M,14/29/57,SF09-062,TRTL_0711_30,3 kcal,MED,1760.33,3640.08,7154.64,3.87,6.81,14.08,27.67,48.55,188_cecum_1,188_cecum,cecum,86.05,6.57,3.27,1.53,0.4,0,1.33,0.42,0,0.02,0.01,0.07,0.03,0.01,0.28,0.01,0,0,0,0.01,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19389
189,149,M,14/57/29,SF09-065,TRTL_0711_31,3 kcal,MED,1760.33,7154.64,3640.08,3.23,5.69,23.11,11.76,40.56,189_cecum_1,189_cecum,cecum,81.66,4.18,7.57,2.63,1.09,0,0,2.4,0.19,0.03,0.04,0.02,0.1,0.02,0.02,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,20674
190,150,F,14/57/29,SF09-065,TRTL_0711_32,3 kcal,MED,1760.33,7154.64,3640.08,2.66,4.68,19.03,9.68,33.38,190_cecum_1,190_cecum,cecum,75.15,8.33,4.28,3.84,2.14,0,0.01,4.22,1.58,0.09,0.06,0.22,0.04,0.01,0.02,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10099
191,151,M,42/29/29,SF09-068,TRTL_0711_33,3 kcal,MED,5280.97,3640.08,3640.08,2.97,15.7,10.82,10.82,37.34,191_cecum_1,191_cecum,cecum,69.83,20.57,3.53,1.57,1.44,0,1.16,0.87,0.14,0.09,0.07,0.06,0.05,0.01,0.55,0.01,0,0,0.01,0.02,0,0,0.01,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,17160
192,152,F,42/29/29,SF09-068,TRTL_0711_34,3 kcal,MED,5280.97,3640.08,3640.08,2.55,13.48,9.29,9.29,32.06,192_cecum_1,192_cecum,cecum,74.44,13.9,0,4.48,4.39,0,0.01,1.54,0.44,0.13,0.1,0.37,0.04,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8186
193,153,M,23/38/38,SF09-071,TRTL_0711_35,3 kcal,MED,2891.96,4769.76,4769.76,2.81,8.13,13.42,13.42,34.97,193_cecum_1,193_cecum,cecum,69.95,14.93,3.45,4.8,2.26,0,1.21,2.09,0.48,0.21,0.05,0.39,0.1,0.03,0.04,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7707
194,155,M,60/20/20,SF09-045,TRTL_0711_36,4 kcal ,High,10059.01,3347.2,3347.2,2.56,25.77,8.58,8.58,42.92,194_cecum_1,194_cecum,cecum,75.21,15.65,0,1.86,1.12,0,0.04,1.3,0.13,0,0.01,4.42,0.09,0,0.04,0,0,0,0,0.11,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,11910
195,161,M,33/48/20,SF09-054,TRTL_0711_37,4 kcal ,HIGH,5532.46,8033.28,3347.2,2.83,15.67,22.76,9.48,47.91,195_cecum_1,195_cecum,cecum,66.88,22.74,0,1.65,0.59,0,2.25,1.04,0.15,0.05,0.11,3.33,0.15,0.03,0.98,0,0.01,0.01,0,0.04,0.01,0.01,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,7437
196,162,F,33/48/20,SF09-054,TRTL_0711_38,4 kcal ,HIGH,5532.46,8033.28,3347.2,2.13,11.8,17.13,7.14,36.07,196_cecum_1,196_cecum,cecum,59.92,13.71,0,14,0.36,0,0.24,2.28,0.97,0.02,0.05,8.09,0.18,0.01,0.14,0.01,0,0.01,0,0.02,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13147
197,163,M,33/20/48,SF09-057,TRTL_0711_39,4 kcal ,HIGH,5532.45,3347.2,8033.28,2.55,14.13,8.55,20.52,43.21,197_cecum_1,197_cecum,cecum,63.57,7.89,20.4,2.96,3.64,0,0,1.15,0.1,0.04,0.06,0.02,0.06,0.03,0.03,0,0,0.02,0,0.01,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14305
198,164,F,33/20/48,SF09-057,TRTL_0711_40,4 kcal ,HIGH,5532.45,3347.2,8033.28,2.13,11.8,7.14,17.14,36.08,198_cecum_1,198_cecum,cecum,63.57,13.5,13.43,5.69,1.4,0,0.77,1.26,0.01,0.09,0.03,0.02,0.05,0.05,0.05,0.02,0,0,0,0.03,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10067
199,165,M,5/48/48,SF09-060,TRTL_0711_41,4 kcal ,HIGH,838.25,8033.28,8033.28,2.44,2.05,19.61,19.61,41.27,199_cecum_1,199_cecum,cecum,58.52,31.51,0,3.26,2.9,0,0,0.71,0.19,0.01,0.03,2.64,0.06,0.01,0.03,0.03,0,0,0,0.06,0,0,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7766
200,166,F,5/48/48,SF09-060,TRTL_0711_42,4 kcal ,HIGH,838.25,8033.28,8033.28,2.61,2.19,20.95,20.95,44.09,200_cecum_1,200_cecum,cecum,65.39,20.14,1.13,2.98,1.04,0,2.17,1.01,0.36,0,0.06,5.45,0.1,0.03,0.07,0,0,0,0,0.07,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7015
201,167,M,14/29/57,SF09-063,TRTL_0711_43,4 kcal ,HIGH,2347.1,4853.44,9539.52,3.49,8.19,16.94,33.3,58.44,201_cecum_1,201_cecum,cecum,68.3,19.39,0,3.5,3.42,0,0,3.42,1.39,0.04,0.04,0.38,0.02,0.02,0.01,0.03,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11661
202,169,M,14/57/29,SF09-066,TRTL_0711_44,4 kcal ,HIGH,2347.1,9539.52,4853.44,2.85,6.68,27.16,13.81,47.65,202_cecum_1,202_cecum,cecum,63.22,18.58,2.38,2.5,1.04,0,1.95,0.22,0,0.03,0.04,9.31,0.23,0.01,0.48,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7759
203,170,F,14/57/29,SF09-066,TRTL_0711_45,4 kcal,HIGH,2347.1,9539.52,4853.44,2.31,5.42,22.04,11.21,38.68,203_cecum_1,203_cecum,cecum,59.2,21.2,3.06,2.22,1.23,0,0.35,0.46,0.11,0.18,0.07,11.48,0.3,0.01,0.1,0.01,0,0.01,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,14709
204,172,F,42/29/29,SF09-069,TRTL_0711_46,4 kcal ,HIGH,7041.3,4853.44,4853.44,2.14,15.05,10.38,10.38,35.81,204_cecum_1,204_cecum,cecum,62.81,19.37,0.95,6.25,1.14,0,0,0.25,0.01,0.06,0,8.21,0.07,0.03,0.77,0,0,0.01,0,0.03,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6860
205,173,M,23/38/38,SF09-072,TRTL_0711_47,4 kcal ,HIGH,3855.95,6359.68,6359.68,3.41,13.16,21.7,21.7,56.55,205_cecum_1,205_cecum,cecum,72.91,6.79,2.82,8.44,1.36,0,0.24,4.49,1.43,0.1,0.06,1.18,0.12,0,0,0.01,0,0,0,0.01,0,0,0,0.04,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8238
206,174,F,23/38/38,SF09-072,TRTL_0711_48,4 kcal ,HIGH,3855.95,6359.68,6359.68,2.78,10.72,17.68,17.68,46.07,206_cecum_1,206_cecum,cecum,62.63,10.13,12.33,9.99,1.96,0,0,0.29,0,0.08,0.03,2.39,0.04,0.03,0.01,0,0,0.01,0,0.03,0,0,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7244
207,182,F,33/20/48,SF09-055,TRTL_0711_49,2 kcal,LOW,2766.23,1673.6,4016.64,3.36,9.28,5.62,13.48,28.38,207_cecum_1,207_cecum,cecum,47.67,16.17,4.44,2.54,0.71,0,27.31,0.39,0,0,0.04,0.44,0.12,0.12,0,0.01,0,0.01,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8429
208,184,F,14/29/57,SF09-061,TRTL_0711_50,2 kcal,LOW,1173.55,2426.72,4769.76,3.67,4.31,8.92,17.53,30.76,208_cecum_1,208_cecum,cecum,71.54,15.2,1.68,4.91,4.25,0,1.67,0.3,0.05,0.05,0.05,0.04,0.07,0.03,0.01,0.01,0,0,0,0.07,0,0,0.04,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7367
209,186,F,14/57/29,SF09-064,TRTL_0711_51,2 kcal,LOW,1173.55,4769.76,2426.72,3.77,4.43,18,9.16,31.6,209_cecum_1,209_cecum,cecum,78.63,4.51,7.09,3.77,2.51,0,2.26,0.86,0,0,0.07,0.12,0.15,0.01,0.01,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14757
210,187,M,42/29/29,SF09-067,TRTL_0711_52,2 kcal,LOW,3520.65,2426.72,2426.72,4.33,15.24,10.5,10.5,36.24,210_cecum_1,210_cecum,cecum,53.05,29.27,0,4.61,8,0,4.16,0.43,0.08,0.1,0.11,0,0.05,0.02,0.01,0,0,0,0,0.09,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9721
211,188,F,42/29/29,SF09-067,TRTL_0711_53,2 kcal,LOW,3520.65,2426.72,2426.72,3.92,13.8,9.51,9.51,32.83,211_cecum_1,211_cecum,cecum,68.33,17.14,0.45,2.77,0.94,0,8.85,0.22,0.02,0,0.18,0.81,0.17,0.07,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9021
212,189,M,23/38/38,SF09-070,TRTL_0711_54,2 kcal,LOW,1927.97,3179.84,3179.84,3.87,7.45,12.29,12.29,32.03,212_cecum_1,212_cecum,cecum,62.66,23.8,0,4.45,4.67,0,3.63,0.33,0.02,0,0.13,0.11,0.11,0.01,0,0.02,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,8486
213,190,F,23/38/38,SF09-070,TRTL_0711_55,2 kcal,LOW,1927.97,3179.84,3179.84,3.76,7.24,11.95,11.95,31.13,213_cecum_1,213_cecum,cecum,50.72,18.82,17.67,2.79,3.61,0,5.42,0.33,0.14,0.1,0.09,0.03,0.09,0,0.11,0.01,0,0,0,0.01,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8748
