Mouse_identifier,Cage.No,Sex,P.C.F,Diet.Code,Sequence_run_identifier,Energy.density,Energy,Prot.in.diet,CHO.in.diet,Fat.in.diet,eaten,eaten.P,eaten.C,eaten.F,eaten.energy,Mouse_DNAsample_identifier,Mouse_biologicalsample_identifier,Biological.sample,Lachnospiraceae,Clostridiaceae,Deferribacteraceae,Ruminococcaceae,Bacteroidaceae,Eubacteriaceae,Clostridiales,Enterobacteriaceae,Rikenellaceae,Thermoactinomycetaceae,Lactobacillales,Porphyromonadaceae,Oscillospiraceae,Paenibacillaceae,Verrucomicrobiaceae,Peptococcaceae,Anaeroplasmataceae,Bacillaceae,Acholeplasmataceae,Lactobacillaceae,Clostridia,Thermoanaerobacteraceae,Streptococcaceae,Planococcaceae,Bacillales,Catabacteriaceae,Aerococcaceae,Bacteroidales,Mollicutes,Spirochaetaceae,Desulfovibrionaceae,Erysipelotrichaceae,Heliobacteriaceae,Enterococcaceae,Carnobacteriaceae,Peptostreptococcaceae,Nocardiaceae,Prevotellaceae,Lumbricoplasmataceae,Rhodobacteraceae,Actinobacteria,Staphylococcaceae,Pseudomonadaceae,Moraxellaceae,Acetobacteraceae,Hyphomicrobiaceae,Spiroplasmataceae,Alcaligenaceae,Sphingobacteriaceae,Veillonellaceae,Acidaminococcaceae,Desulfobacteraceae,Halanaerobiaceae,Alteromonadaceae,Syntrophaceae,Haloplasmataceae,Coriobacteriaceae,Bradyrhizobiaceae,Pasteurellaceae,Xanthomonadaceae,Desulfobulbaceae,Natranaerobiaceae,Myxococcaceae,Alicyclobacillaceae,Vibrionaceae,Micrococcaceae,Succinivibrionaceae,Cardiobacteriaceae,Bifidobacteriaceae,Sphingomonadaceae,Oxalobacteraceae,Microbacteriaceae,Rhizobiaceae,Comamonadaceae,Brucellaceae,Pelobacteraceae,Shewanellaceae,Listeriaceae,Syntrophomonadaceae,Cytophagaceae,Rhodospirillaceae,Solibacteraceae,Aeromonadaceae,Brevibacteriaceae,Chromatiaceae,Flavobacteriaceae,Parvularculaceae,Streptomycetaceae,Geobacteraceae,TM7,Gordoniaceae,Thermaceae,Chroococcales,Neisseriaceae,Syntrophobacteraceae,Synergistaceae,Firmicutes,Pseudomonadales,Halomonadaceae,Rickettsiaceae,Rhodocyclaceae,Marinilabiaceae,Desulfuromonadaceae,Campylobacteraceae,Pseudoalteromonadaceae,Piscirickettsiaceae,Ferrimonadaceae,Saprospiraceae,Gammaproteobacteria,Deinococcaceae,Sinobacteraceae,Corynebacteriaceae,Graciibacteraceae,Sporolactobacillaceae,Oscillatoriales,Colwelliaceae,Entomoplasmataceae,Thermosporotrichaceae,Fusobacteriaceae,Nostocaceae,Rickettsiales,Bdellovibrionaceae,Actinomycetaceae,Cellulomonadaceae,Thiotrichaceae,Thermoanaerobacterales,Alcanivoracaceae,Sphingobacteria,Oceanospirillales,Caulobacteraceae,Burkholderiales,Mycoplasmataceae,Clostridiaceae unclassified,Holophagaceae,Bacillaceae unclassified,Bacteroidaceae unclassified,Sutterellaceae,Lactobacillaceae unclassified,Leuconostocaceae,Chlorobiaceae,Acidobacteriaceae,Nitriliruptoraceae,Burkholderiaceae,Gemmatimonadaceae,Propionibacteriaceae,Coxiellaceae,Intrasporangiaceae,Rubrobacteraceae,Oceanospirillaceae,Stapylococcaceae,Oscillatoriaceae unclassified,Conexibacteraceae,Pleurocapsaceae unclassified,Thermoanaerobacteraceae unclassified,BRC1,Desulfonatronumaceae,Flammeovirgaceae,Prochlorococcaceae,Stigonemataceae unclassified,Scytonemataceae,Chroococcaceae unclassified,Methylobacteriaceae,Cryomorphaceae,Leptospiraceae,Idiomarinaceae,Nannocystaceae,Flavobacteriaceae unclassified,Thermolithobacteraceae,Helicobacteraceae,Celerinatantimonadaceae,Pasteuriaceae,Phyllobacteriaceae,Rickettsiaceae unclassified,Parachlamydiaceae,Desulfohalobiaceae,Methylococcaceae,WS3,Oscillochloridaceae,Nocardiopsaceae,Thermodesulfobiaceae,Nocardioidaceae,Puniceicoccaceae,Methylophilaceae,Hydrogenothermaceae,Acidithiobacillaceae,Cyanobacteria,Elusimicrobiaceae,Halobacteroidaceae,Dietziaceae,Hydrogenophilaceae,Bacteriovoracaceae,Sanguibacteraceae,Pseudonocardiaceae,Cyclobacteriaceae,Beijerinckiaceae,Desulfomicrobiaceae,Gallionellaceae,Nitrospinaceae,Total reads
132,48,F,33/48/20,SF09-054,TRTL_0211_32,4 kcal,HIGH,5532.46,8033.28,3347.2,2.29,12.64,18.36,7.65,38.64,132_cecum_1,132_cecum,cecum,0.44,54.89,0,1.15,0.16,0.53,9.69,0.01,0.01,0,0.01,0.19,0,0.04,0,0.16,0,0.03,0,12.35,0,0,0.03,0.01,0,0.01,0,0.04,0.01,0.01,0,19.59,0,0,0,0,0,0.1,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0,0.01,0,0,0.01,0,0,0.51,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17001
133,49,M,33/20/48,SF09-057,TRTL_0211_33,4 kcal,HIGH,5532.45,3347.2,8033.28,2.53,13.97,8.46,20.29,42.72,133_cecum_1,133_cecum,cecum,8.24,42.93,0.58,8.79,10.26,11.79,5.46,0.06,0.6,0.32,0.23,2.6,0.07,0.37,0,0.85,0.07,0.35,2.18,1.44,0.07,0.22,0.22,0.49,0.05,0.05,0.05,0.44,0.48,0,0,0.03,0.07,0.02,0,0.01,0,0.28,0.08,0.01,0,0,0,0,0,0,0,0.09,0,0.01,0,0,0,0.01,0,0.01,0.02,0,0,0,0,0,0.02,0.02,0,0.01,0,0.06,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10521
134,50,F,33/20/48,SF09-057,TRTL_0211_34,4 kcal,HIGH,5532.45,3347.2,8033.28,2.22,12.26,7.42,17.8,37.48,134_cecum_1,134_cecum,cecum,16.7,34.56,3.29,11.95,6.49,11.56,4.18,0.06,1.46,4.17,0.47,0.93,0.09,0.21,0,0.08,0.14,0.19,0,2.64,0.04,0.2,0.13,0.08,0.01,0.03,0.01,0.04,0.01,0.02,0,0.16,0.01,0,0.01,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9392
135,52,F,5/48/48,SF09-060,TRTL_0211_35,4 kcal,HIGH,838.25,8033.28,8033.28,2.92,2.45,23.49,23.49,49.43,135_cecum_1,135_cecum,cecum,14.3,29.35,0.01,5.33,14.19,8.92,6.18,2.33,0.77,0.96,0.42,6.31,0.26,0.31,0,0.77,0.6,0.63,0.04,5.01,0.04,0.06,0.08,0.15,0.01,0.19,0.05,0.19,0.11,0.18,0.02,1.61,0.01,0,0.06,0,0,0.11,0,0,0,0.02,0.03,0.06,0,0,0,0.1,0.07,0.01,0,0,0.01,0,0,0.01,0.04,0,0,0.03,0,0,0,0.01,0.01,0.01,0.01,0,0.02,0,0,0,0.01,0,0,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55152
136,54,F,14/29/57,SF09-063,TRTL_0211_66,4 kcal,HIGH,2347.1,4853.44,9539.52,2.86,6.72,13.9,27.32,47.94,136_cecum_1,136_cecum,cecum,11.68,21.94,4.95,14.68,16.29,13.72,8.16,0.37,1.17,0,0.72,0.92,0.45,0.16,0,0.29,0.02,0.19,0.02,2.41,0.06,0.26,0.16,0.06,0.05,0.02,0,0.11,0.02,0.02,0,0.43,0,0,0.03,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6795
137,55,M,14/57/29,SF09-066,TRTL_0211_37,4 kcal,HIGH,2347.1,9539.52,4853.44,2.53,5.94,24.13,12.28,42.35,137_cecum_1,137_cecum,cecum,5.56,73.71,1.68,3.01,0.94,1.93,1.69,1.18,0.45,0.02,0.47,0.91,0.56,0.13,0.07,0.25,0.08,0.17,0,0.66,0.02,0.04,0.12,0.04,0,0.06,0.04,0.08,0,0.04,0.02,5.66,0,0,0.01,0,0,0.17,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439
138,56,F,14/57/29,SF09-066,TRTL_0211_38,4 kcal,HIGH,2347.1,9539.52,4853.44,2.35,5.51,22.39,11.39,39.29,138_cecum_1,138_cecum,cecum,2.39,81.09,0.07,1.49,2.8,0.78,1.26,0.17,0.5,0,0.12,1.32,0.02,0.05,0,0.05,0,0.04,0,0.78,0,0.04,0.04,0.03,0,0,0,0.29,0,0.04,0,5.99,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12040
139,57,M,42/29/29,SF09-069,TRTL_0211_67,4 kcal,HIGH,7041.3,4853.44,4853.44,2.29,16.14,11.12,11.12,38.39,139_cecum_1,139_cecum,cecum,4.16,61.34,1.5,5.02,9.66,2.82,3.91,0.07,2.46,0.83,1.08,1.32,0.76,0.14,0.01,0.35,0,0.14,0.01,1.01,0.12,0.09,0.08,0.02,0,0.09,0,0.19,0,0.02,0.03,2.27,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8146
140,59,M,23/38/38,SF09-072,TRTL_0211_40,4 kcal,HIGH,3855.95,6359.68,6359.68,3.24,12.48,20.59,20.59,53.67,140_cecum_1,140_cecum,cecum,7.58,65.19,2.83,6.89,4.34,3.16,3.25,0.43,0.62,0.01,1.1,0.7,0.37,0.09,0,0.11,0.13,0.13,0.01,1.95,0.38,0.11,0.12,0.03,0.01,0.08,0,0.07,0.06,0.01,0,0.01,0,0,0.01,0,0,0.11,0.01,0,0,0,0.01,0,0,0.01,0,0.04,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17301
141,61,M,60/20/20,SF09-043,TRTL_0211_41,2 kcal,LOW,5029.5,1673.6,1673.6,3.3,16.61,5.53,5.53,27.66,141_cecum_1,141_cecum,cecum,10.83,14.8,20.54,8.79,16.58,5.01,9.6,1.11,3.94,0.18,0.62,0.48,1.17,0.55,2.2,1.1,0.06,0.42,0.01,0.47,0.08,0.05,0.32,0.2,0.03,0.01,0.06,0.19,0,0.01,0,0.03,0.09,0.03,0.01,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15039
142,62,F,60/20/20,SF09-043,TRTL_0211_42,2 kcal,LOW,5029.5,1673.6,1673.6,3.01,15.15,5.04,5.04,25.24,142_cecum_1,142_cecum,cecum,20.39,15.28,16.3,8.53,15.41,5.62,2.9,1.01,8.13,0.01,0.54,0.44,0.51,0.4,0.37,0.4,0.49,0.53,0.01,0.56,0.11,0.04,0.62,0.35,0.01,0.07,0.05,0.15,0.08,0.03,0.01,0.02,0.06,0.01,0.01,0.01,0,0.05,0.03,0.02,0,0,0.06,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0.01,0.04,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38274
143,70,F,33/20/48,SF09-055,TRTL_0211_43,2 kcal,LOW,2766.23,1673.6,4016.64,3.81,10.53,6.37,15.3,32.2,143_cecum_1,143_cecum,cecum,14.9,14.37,15.09,9.7,17.51,5.25,2.23,0.67,5.93,0.02,0.56,3.18,0.49,0.25,2.82,2.2,0.63,1.05,0.19,0.62,0.03,0.04,0.3,0.26,0.05,0.01,0.04,1.04,0.12,0.03,0,0.03,0.03,0,0,0.01,0,0.22,0.04,0.01,0,0,0,0,0,0,0.03,0,0,0.01,0,0,0.01,0,0,0.03,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7852
144,77,M,42/29/29,SF09-067,TRTL_0211_68,2 kcal,LOW,3520.65,2426.72,2426.72,4.11,14.46,9.96,9.96,34.38,144_cecum_1,144_cecum,cecum,45.48,8.25,7.32,4.71,15.43,7.33,1.23,2.03,2.25,0,0.35,0.94,0.89,0.03,2.3,0.01,0,0.25,0.18,0.27,0.08,0.02,0.07,0.12,0.01,0.01,0,0.09,0.09,0.11,0.03,0,0,0,0,0,0,0.06,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.01,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7560
145,82,F,60/20/20,SF09-044,TRTL_0211_45,3 kcal,MED,7544.25,2510.4,2510.4,2.31,17.4,5.79,5.79,28.97,145_cecum_1,145_cecum,cecum,7.19,30.08,4.25,4.9,35.6,4.28,2.41,0.02,5.38,0.03,0.09,0.69,0.04,0.47,0.01,1.4,0,0.17,0,1.43,0.03,0.03,0.18,0.38,0,0.02,0.03,0.34,0.03,0,0,0.02,0.08,0,0,0.02,0,0.25,0,0.01,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.01,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10498
146,83,M,5/75/20,sf09-047,TRTL_0211_46,3 kcal,med,628.69,9414,2510.4,3.18,2,29.95,7.99,39.93,146_cecum_1,146_cecum,cecum,15.55,12.03,7.49,8.69,16.7,13.37,2.83,3.21,2.44,0,0.58,1.03,0.1,0.51,0,1.69,0.31,0.58,1.54,1.4,0.01,0.11,0.22,0.23,0.02,0.16,0.14,0.24,2.49,0.01,0,0.78,0,0.36,0.02,0,0,0.58,1.39,0.08,0,0,0.6,0.59,0,0,0,1.32,0.03,0,0,0,0.01,0,0,0,0.01,0,0,0.19,0,0,0,0.01,0.03,0,0.06,0,0,0,0,0,0,0.06,0.02,0,0.01,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12857
147,84,F,5/75/20,sf09-047,TRTL_0211_47,3 kcal,med,628.69,9414,2510.4,2.66,1.68,25.08,6.69,33.44,147_cecum_1,147_cecum,cecum,12.96,32.55,6.22,5.17,22.12,6.88,1.31,0.03,1.44,0,0.37,1.02,0.16,0.19,0.01,0.45,0.26,0.39,0.93,0.35,0.05,0.03,0.15,0.14,0.02,0,0.03,0.3,3.39,0.04,0.01,0.05,0.01,0.01,0,0,0,0.22,2.07,0,0,0.01,0.01,0,0,0.01,0,0.53,0.01,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0.01,0.05,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12011
148,87,M,33/48/20,SF09-053,TRTL_0211_48,3 kcal,MED,4149.34,6024.96,2510.4,3.22,13.36,19.4,8.08,40.83,148_cecum_1,148_cecum,cecum,14.33,28.41,3.21,9,17.7,7.61,4.44,0.42,6.11,0.28,0.76,1.03,0.43,0.48,0,0.57,0.05,0.77,0.36,0.6,0.29,0.07,0.42,0.37,0,0.14,0.04,0.29,0.74,0.11,0,0.07,0.13,0,0.03,0.01,0,0.23,0.33,0.01,0,0.01,0.05,0,0,0,0,0,0,0.02,0,0,0.02,0,0,0,0.01,0,0,0,0,0.01,0.01,0.02,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9806
149,88,F,33/48/20,SF09-053,TRTL_0211_49,3 kcal,MED,4149.34,6024.96,2510.4,2.7,11.2,16.26,6.77,34.23,149_cecum_1,149_cecum,cecum,15.04,22.2,12.35,5.66,22.11,4.25,2.28,0.47,4.51,0.3,0.69,0.77,0.36,0.35,0,1.37,0,0.53,0,4.24,0.07,0.12,0.32,0.18,0.01,0.07,0,0.42,0,0,0.02,0.71,0,0,0.01,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0.04,0,0,0,0,0,0,0,0.04,0,0,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14761
150,89,M,33/20/48,SF09-056,TRTL_0211_50,3 kcal,MED,4149.34,2510.4,6024.96,3.33,13.81,8.35,20.05,42.2,150_cecum_1,150_cecum,cecum,18.54,20.71,5.6,8.18,15.31,6.08,8.99,1.26,5.1,0.29,0.7,3.13,0.76,0.55,0.57,1.47,0,0.63,0,0.5,0.16,0.02,0.2,0.32,0.03,0,0.05,0.42,0,0.02,0.02,0.1,0.01,0.01,0.01,0,0,0.09,0,0,0,0,0.03,0,0,0.01,0.01,0,0,0.01,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0.04,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11764
151,90,F,33/20/48,SF09-056,TRTL_0211_51,3 kcal,MED,4149.34,2510.4,6024.96,2.79,11.56,6.99,16.79,35.34,151_cecum_1,151_cecum,cecum,7.64,17.97,13.89,7.31,21.4,7.78,2.98,0.24,5.52,0.06,0.22,7.39,0.41,0.47,2.09,0.27,0.03,0.69,0.02,0.68,0.08,0.07,0.3,0.24,0.02,0.01,0.01,1.16,0.17,0.01,0.02,0.46,0.07,0.01,0.01,0,0,0.16,0.05,0,0,0,0.03,0,0,0,0.01,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8535
